NOBILIS,NOMBRE,SEXO*,NIVEL,EMERITO,INSTITUCIÓN DE ADSCRIPCIÓN,DEPENDENCIA,ESTADO,,,,,,,,,,,
DR.,"JAIME PEREZ,JOSE CARLOS",H,2,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE MEDICINA,NUEVO LEON,,,,,,,,,,,
DRA.,"FAUST WAMMACK,BETTY BERNICE",M,1,,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.","CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.",YUCATAN,,,,,,,,,,,
DRA.,"GALLEGOS CABRIALES,ESTHER CARLOTA",M,1,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE ENFERMERIA,NUEVO LEON,,,,,,,,,,,
DR.,"ZAVALA SANCHEZ,MIGUEL ANGEL",H,1,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD XOCHIMILCO,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"SCHOBERT LIZARRAGA,BLANCA LORENA",M,1,,UNIVERSIDAD AUTONOMA DE SINALOA,UNIDAD REGIONAL SUR (MAZATLAN),SINALOA,,,,,,,,,,,
DRA.,"SANCHEZ HERNANDEZ,MARIA DEL CARMEN",M,1,,UNIVERSIDAD AUTONOMA DE TLAXCALA,CENTRO DE INVESTIGACION EN CIENCIAS BIOLOGICAS,TLAXCALA,,,,,,,,,,,
DR.,"THANGARASU,PANDIYAN",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE QUIMICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"RODRIGUEZ LOZANO,MIGUEL GUADALUPE",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES FILOLOGICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"PACHECO ROSADO,JORGE",H,1,,INSTITUTO POLITECNICO NACIONAL,ESCUELA NACIONAL DE CIENCIAS BIOLOGICAS,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"SANVICENTE AÐORVE,LAURA ELENA",M,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ESPARZA FLORES,MIGUEL",H,1,,UNIVERSIDAD AUTONOMA DE ZACATECAS,UNIDAD ACADEMICA DE ECONOMIA,ZACATECAS,,,,,,,,,,,
DR.,"CAMBEROS CASTRO,MARIO",H,2,,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",COORDINACION DE DESARROLLO REGIONAL,SONORA,,,,,,,,,,,
DR.,"SACRISTAN ROCK,EMILIO",H,3,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD IZTAPALAPA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"RESENDIZ BALDERAS,EVELIA",M,1,,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,UAT CIUDAD VICTORIA,TAMAULIPAS,,,,,,,,,,,
DR.,"LLUCH COTA,SALVADOR EMILIO",H,2,,"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.",PROGRAMA DE ECOLOGIA PESQUERA,BAJA CALIFORNIA SUR,,,,,,,,,,,
DR.,"LLUCH COTA,DANIEL BERNARDO",H,1,,"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.",PROGRAMA DE RECURSOS PESQUEROS,BAJA CALIFORNIA SUR,,,,,,,,,,,
DRA.,"JARAMILLO FLORES,MARIA EUGENIA",M,2,,INSTITUTO POLITECNICO NACIONAL,ESCUELA NACIONAL DE CIENCIAS BIOLOGICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"TORRES GUZMAN,JUAN CARLOS",H,2,,UNIVERSIDAD DE GUANAJUATO,CAMPUS GUANAJUATO,GUANAJUATO,,,,,,,,,,,
DRA.,"BARKLA,BRONWYN JANE",M,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE BIOTECNOLOGIA,MORELOS,,,,,,,,,,,
DRA.,"RAMSEY WILLOQUET,JANINE MADELEINE",M,3,,INSTITUTO NACIONAL DE SALUD PUBLICA,CENTRO REGIONAL DE INVESTIGACION EN SALUD PUBLICA,CHIAPAS,,,,,,,,,,,
DRA.,"TIESLER,VERA INGRID GUDRUN JANINE",M,3,,UNIVERSIDAD AUTONOMA DE YUCATAN,FACULTAD DE CIENCIAS ANTROPOLOGICAS,YUCATAN,,,,,,,,,,,
DRA.,"ROMERO GUZMAN,ELIZABETH TERESITA",M,1,,INSTITUTO NACIONAL DE INVESTIGACIONES NUCLEARES,GERENCIA DE FISICA Y QUIMICA,"M?XICO, EDO. DE",,,,,,,,,,,
DRA.,"PANI BANO,ERIKA GABRIELA",M,2,,"EL COLEGIO DE MEXICO, A.C.",CENTRO DE ESTUDIOS HISTORICOS,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"RODRIGUEZ DIAZ,MARIA DEL ROSARIO",M,2,,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,INSTITUTO DE INVESTIGACIONES HISTORICAS,MICHOACAN,,,,,,,,,,,
DR.,"ORNELAS RODRIGUEZ,JUAN FRANCISCO",H,3,,"INSTITUTO DE ECOLOGIA, A.C.",RED DE BIOLOGIA EVOLUTIVA,VERACRUZ,,,,,,,,,,,
DR.,"PEREZ SALAZAR,JOSE EDUARDO",H,2,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,DEPTO. DE BIOLOGIA CELULAR,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"OROZCO RIVAS,AUREA",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE NEUROBIOLOGIA,QUERETARO,,,,,,,,,,,
DRA.,"VARGAS ARISPURO,IRASEMA DEL CARMEN",M,2,,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",DIRECCION DE CIENCIA DE LOS ALIMENTOS,SONORA,,,,,,,,,,,
DR.,"OLMEDO GONZALEZ,JOSE DE JESUS",H,1,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS SOCIALES Y HUMANIDADES,JALISCO,,,,,,,,,,,
DR.,"ARREOLA GOMEZ,JORGE",H,3,,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,INSTITUTO DE FISICA,SAN LUIS POTOSI,,,,,,,,,,,
DRA.,"VALDIVIA DOUNCE,MARIA TERESA",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES ANTROPOLOGICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"PEDROZA FLORES,RENE",H,2,,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,CENTRO DE ESTUDIOS DE LA UNIVERSIDAD,"M?XICO, EDO. DE",,,,,,,,,,,
DR.,"NARVAEZ TIJERINA,ADOLFO BENITO",H,3,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE ARQUITECTURA,NUEVO LEON,,,,,,,,,,,
DR.,"ORNELAS BERNAL,RAUL GUILLERMO",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES ECONOMICAS,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"SALAZAR PEREDA,VERONICA",M,2,,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,INSTITUTO DE CIENCIAS BASICAS E INGENIERIA,HIDALGO,,,,,,,,,,,
DR.,"WROBEL,KAZIMIERZ",H,3,,UNIVERSIDAD DE GUANAJUATO,CAMPUS GUANAJUATO,GUANAJUATO,,,,,,,,,,,
DRA.,"WROBEL,KATARZYNA DOROTA",M,3,,UNIVERSIDAD DE GUANAJUATO,CAMPUS GUANAJUATO,GUANAJUATO,,,,,,,,,,,
DR.,"SALDAÐA SERRANO,JAVIER",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES JURIDICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ORDOÐEZ PALACIOS,JOSE MARIO",H,3,,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,CENTRO DE INVESTIGACIONES QUIMICAS,MORELOS,,,,,,,,,,,
DR.,"WILLIAMS,TREVOR",H,3,,"INSTITUTO DE ECOLOGIA, A.C.",UNIDAD DE ECOLOGIA Y RECURSOS NATURALES,VERACRUZ,,,,,,,,,,,
DRA.,"SOLIS OBA,AIDA",M,1,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD XOCHIMILCO,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"PALACIOS MECHETNOV,ELENA",M,3,,"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.",PROGRAMA DE ACUICULTURA Y BIOTECNOLOGIA MARINA,BAJA CALIFORNIA SUR,,,,,,,,,,,
DR.,"SOBRINO ORDËÐEZ,MIGUEL ?NGEL",H,1,,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,FACULTAD DE HUMANIDADES,"M?XICO, EDO. DE",,,,,,,,,,,
DRA.,"PADILLA Y SOTELO,LILIA SUSANA",M,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE GEOGRAFIA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"SUAREZ ZOZAYA,MARIA HERLINDA",M,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO REGIONAL DE INVESTIGACIONES MULTIDISCIPLINARIAS,MORELOS,,,,,,,,,,,
DR.,"ROSALES LEDEZMA,CARLOS",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES BIOMEDICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"RIOS JARA,EDUARDO",H,1,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS BIOLOGICAS Y AGROPECUARIAS,JALISCO,,,,,,,,,,,
DR.,"VELASCO VELAZQUEZ,JAIME IVAN",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISIOLOGIA CELULAR,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ZARAIN HERZBERG,ANGEL ALFONSO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE MEDICINA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"VICCON PALE,JOSE ASCENCION",H,1,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD XOCHIMILCO,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"PAVON ROMERO,ARMANDO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES SOBRE LA UNIVERSIDAD Y LA EDUCACION,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"PEREZ ISHIWARA,DAVID GUILLERMO",H,2,,INSTITUTO POLITECNICO NACIONAL,CENTRO DE INVESTIGACION EN BIOTECNOLOGIA APLICADA,TLAXCALA,,,,,,,,,,,
DR.,"MARTINEZ GONZALEZ,ADRIAN ALEJANDRO",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE MEDICINA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"PARIS POMBO,MARIA DOLORES",M,2,,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",CENTRO DE ESTUDIOS FRONTERIZOS DEL NORTE DE MEXICO-TIJUANA,BAJA CALIFORNIA,,,,,,,,,,,
DR.,"ORTIZ ESPEJEL,BENJAMIN",H,1,,UNIVERSIDAD IBEROAMERICANA-PUEBLA,UNIVERSIDAD IBEROAMERICANA-PUEBLA,PUEBLA,,,,,,,,,,,
DR.,"NAVARRETE LINARES,FEDERICO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES HISTORICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ZAMUDIO HERNANDEZ,SERGIO ROBERTO",H,1,,INSTITUTO POLITECNICO NACIONAL,ESCUELA NACIONAL DE CIENCIAS BIOLOGICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"PEREZ CUEVAS,RICARDO ENRIQUE",H,1,,SECRETARIA DE SALUD,SUBSECRETARIA DE PREVENCION Y PROMOCION DE LA DALUD,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"RIBA RAMIREZ,LAURA ESTELA",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES BIOMEDICAS,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"SPECKMAN GUERRA,ELISA",M,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES HISTORICAS,DISTRITO FEDERAL,,,,,,,,,,,
MTRA.,"PAMPLONA FERREIRA,MARIA DEL CARMEN",M,1,,HOSPITAL GENERAL DR. MANUEL GEA GONZALEZ,UNIDAD DE INVESTIGACION,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"NIETO RODRIGUEZ,ALEJANDRO",H,1,,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,FACULTAD DE FARMACIA,MORELOS,,,,,,,,,,,
DR.,"CHACON HERNANDEZ,DAVID",H,1,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD AZCAPOTZALCO,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"OIKION SOLANO,VERONICA",M,2,,"EL COLEGIO DE MICHOACAN, A.C.",CENTRO DE ESTUDIOS HISTORICOS,MICHOACAN,,,,,,,,,,,
DRA.,"VAZQUEZ LASLOP,MARIA EUGENIA MARCELINA",M,1,,"EL COLEGIO DE MEXICO, A.C.",CENTRO DE ESTUDIOS LINGUISTICOS Y LITERARIOS,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"MIRANDA HERNANDEZ,MARGARITA",M,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACION EN ENERGIA,MORELOS,,,,,,,,,,,
DRA.,"RODRIGUEZ GUTIERREZ,MARIA DEL CARMEN",M,1,,INSTITUTO NACIONAL DE SALUD PUBLICA,CENTRO DE INVESTIGACIONES SOBRE ENFERMEDADES INFECCIOSAS,MORELOS,,,,,,,,,,,
DR.,"VELAZQUEZ CONTRERAS,CARLOS ARTURO",H,2,,UNIVERSIDAD DE SONORA,UNIDAD REGIONAL CENTRO (HERMOSILLO),SONORA,,,,,,,,,,,
DRA.,"PENILLA NAVARRO,ROSA PATRICIA",M,1,,INSTITUTO NACIONAL DE SALUD PUBLICA,CENTRO REGIONAL DE INVESTIGACION EN SALUD PUBLICA,CHIAPAS,,,,,,,,,,,
M. EN C.,"S?NCHEZ S?NCHEZ,LUIS",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE ESTUDIOS SUPERIORES ZARAGOZA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ESCOBAR AGUILAR,JOSE",H,2,,INSTITUTO MEXICANO DEL PETROLEO,DIRECCION DE INVESTIGACION Y POSGRADO,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"MUNGUIA ZATARAIN,MARTHA ELENA",M,2,,UNIVERSIDAD VERACRUZANA,CAMPUS XALAPA,VERACRUZ,,,,,,,,,,,
DRA.,"ROSAS GONZALEZ,MARIA CRISTINA",M,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"ROSAS MANTECON,ANA MARIA",M,1,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD IZTAPALAPA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"ZIRES ROLDAN,ROSA MARGARITA",M,2,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD XOCHIMILCO,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"VILLAGOMEZ CASTRO,JULIO CESAR",H,1,,UNIVERSIDAD DE GUANAJUATO,CAMPUS GUANAJUATO,GUANAJUATO,,,,,,,,,,,
DR.,"OLMEDO CARRANZA,RAUL ORLANDO",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"VILLAVICENCIO ZARZA,FRIDA GUADALUPE",M,2,,CENTRO DE INVESTIGACION Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL,AREA VI LENGUAJE Y SOCIEDAD,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"LUNA HERRERA,JULIETA",M,2,,INSTITUTO POLITECNICO NACIONAL,ESCUELA NACIONAL DE CIENCIAS BIOLOGICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"JASSO VILLAZUL,SERGIO JAVIER",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE CONTADURIA Y ADMINISTRACION,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"MEDINA URREA,ALFONSO",H,1,,"EL COLEGIO DE MEXICO, A.C.",CENTRO DE ESTUDIOS LINGUISTICOS Y LITERARIOS,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"SANTERRE,ANNE MARGUERITE HELENE",M,1,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS BIOLOGICAS Y AGROPECUARIAS,JALISCO,,,,,,,,,,,
DR.,"VALENCIA LOMELI,ENRIQUE",H,3,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS SOCIALES Y HUMANIDADES,JALISCO,,,,,,,,,,,
DRA.,"RODRIGUEZ CANUL,ROSSANNA DEL PILAR",M,2,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,UNIDAD MERIDA,YUCATAN,,,,,,,,,,,
DR.,"ROJAS HERRERA,AGUSTIN AUCENCIO",H,1,,UNIVERSIDAD AUTONOMA DE GUERRERO,ZONA SUR,GUERRERO,,,,,,,,,,,
DRA.,"SALAZAR GONZ?LEZ,BERTHA CECILIA",M,2,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE ENFERMERIA,NUEVO LEON,,,,,,,,,,,
DRA.,"TAMEZ GUERRA,PATRICIA",M,2,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE CIENCIAS BIOLOGICAS,NUEVO LEON,,,,,,,,,,,
DR.,"CORONA RIVERA,JORGE ROMAN",H,2,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS DE LA SALUD,JALISCO,,,,,,,,,,,
DR.,"RIOJAS VALDES,VICTOR MANUEL",H,1,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,NUEVO LEON,,,,,,,,,,,
DR.,"ZAPATA BENAVIDES,PABLO",H,1,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE CIENCIAS BIOLOGICAS,NUEVO LEON,,,,,,,,,,,
DR.,"DURDEVICH LUCICH,MICHO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE MATEMATICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ESCALANTE LOZADA,JOSE ADELFO",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE BIOTECNOLOGIA,MORELOS,,,,,,,,,,,
DR.,"COTTI GOLLINI,UMBERTO",H,1,,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,INSTITUTO DE FISICA Y MATEMATICA,MICHOACAN,,,,,,,,,,,
DR.,"ZIRION QUIJANO,ANTONIO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES FILOSOFICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ESCARELA PEREZ,RAFAEL",H,2,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD AZCAPOTZALCO,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"GAVIÐO RAMIREZ,RUBEN LUIS",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE QUIMICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"SANCHEZ CARMONA,ARTURO DEL SAGRADO CORAZON",H,1,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,UNIDAD GUADALAJARA,JALISCO,,,,,,,,,,,
DRA.,"CAÐIZARES MACIAS,MARIA DEL PILAR",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE QUIMICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ORTIZ PULIDO,RAUL",H,2,,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,INSTITUTO DE CIENCIAS BASICAS E INGENIERIA,HIDALGO,,,,,,,,,,,
DR.,"TARAN,IOURI",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE GEOFISICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"GUEORGUIEV DIMITROVA,LEONID NIKITOV",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ASTRONOMIA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"SANCHEZ BURGOS,GILMA GUADALUPE",M,1,,INSTITUTO MEXICANO DEL SEGURO SOCIAL,CENTRO MEDICO NACIONAL IGNACIO GARCIA TELLEZ MERIDA YUCATAN,YUCATAN,,,,,,,,,,,
DR.,"PAL,UMAPADA",H,3,,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,INSTITUTO DE FISICA LUIS RIVERA TERRAZAS,PUEBLA,,,,,,,,,,,
DR.,"MONTUFAR CHAVEZNAVA,RODRIGO",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISIOLOGIA CELULAR,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"SORIA AGUILAR,MA. DE JESUS",M,1,,UNIVERSIDAD AUTONOMA DE COAHUILA,UNIDAD NORTE MONCLOVA,COAHUILA,,,,,,,,,,,
DR.,"CARRILLO PEDROZA,FRANCISCO RAUL",H,1,,UNIVERSIDAD AUTONOMA DE COAHUILA,UNIDAD NORTE MONCLOVA,COAHUILA,,,,,,,,,,,
DRA.,"SANCHEZ MENDOZA,MARIA ALICIA",M,2,,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,DIRECCION DE INVESTIGACION,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"SANCHEZ HERNANDEZ,ALBERTO",H,3,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,DEPTO. DE FISICA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"VAZQUEZ GARCIA,VERONICA",M,2,,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,CAMPUS MONTECILLO,"M?XICO, EDO. DE",,,,,,,,,,,
DR.,"CRESPO SOSA,ALEJANDRO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ORLOV,VALERI",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ASTRONOMIA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"MEDINA SALGADO,CESAR",H,1,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD AZCAPOTZALCO,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"CAÐON TAPIA,EDGARDO",H,2,,"CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, B.C.",DIVISION DE CIENCIAS DE LA TIERRA,BAJA CALIFORNIA,,,,,,,,,,,
DR.,"PEREZ LORENZANA,ABDEL",H,3,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,DEPTO. DE FISICA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"PEREZ CORNEJO,GLORIA PATRICIA",M,1,,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,FACULTAD DE MEDICINA,SAN LUIS POTOSI,,,,,,,,,,,
DR.,"LARA SANCHEZ,ALEJANDRO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE GEOFISICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"HERNANDEZ AVILA,JOSE LUIS",H,2,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD AZCAPOTZALCO,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"MONTES DE OCA VEGA,MA. DE LAS MERCEDES FUE",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES FILOLOGICAS,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"GAMBOA DE BUEN,BERTA",M,2,,"CENTRO DE INVESTIGACION EN MATEMATICAS, A.C.",AREA DE MATEMATICAS BASICAS,GUANAJUATO,,,,,,,,,,,
DRA.,"TODOROVA KOLKOVSKA,EKATERINA",M,2,,"CENTRO DE INVESTIGACION EN MATEMATICAS, A.C.",AREA DE PROBABILIDAD Y ESTADISTICA,GUANAJUATO,,,,,,,,,,,
DRA.,"JOVANOVIC DOLECEK,GORDANA",M,2,,INSTITUTO NACIONAL DE ASTROFISICA OPTICA Y ELECTRONICA,AREA DE ELECTRONICA,PUEBLA,,,,,,,,,,,
DR.,"VARGAS ROSALES,CESAR",H,2,,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,CAMPUS MONTERREY,NUEVO LEON,,,,,,,,,,,
DR.,"STOCK SILBERMAN,ROBERTO PABLO",H,2,,SIN INSTITUCION,,NO DISPONIBLE,,,,,,,,,,,
DR.,"MAS CAUSSEL,JEAN-FRANCOIS RAYMOND MARIE",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACIONES EN GEOGRAFIA AMBIENTAL,MICHOACAN,,,,,,,,,,,
DR.,"MORENO PEREZ,JAIME ALBERTO",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INGENIERIA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"IRETA MORENO,JOEL",H,1,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD IZTAPALAPA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"TELLEZ GONZALEZ,MARIO ARMANDO",H,2,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD CUAJIMALPA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"CORDERO ELIZALDE,RUBEN",H,2,,INSTITUTO POLITECNICO NACIONAL,ESCUELA SUPERIOR DE FISICA Y MATEMATICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"VEGA HERNANDEZ,GERARDO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DIRECCION GENERAL DE COMPUTO Y DE TECNOLOGIA DE INFORMACION Y COMUNICACION,DISTRITO FEDERAL,,,,,,,,,,,
